location,date,b3001,b3002,b3003,b3004,b3005,b3006
?,9-10-2020 7:37:49 PM,-81,-200,-56,-67,-77,-60
?,9-10-2020 7:37:50 PM,-80,-80,-200,-71,-79,-59
?,9-10-2020 7:37:51 PM,-95,-200,-200,-67,-70,-61
?,9-10-2020 7:37:52 PM,-82,-68,-63,-66,-71,-64
?,9-10-2020 7:37:53 PM,-73,-200,-200,-73,-80,-66
?,9-10-2020 7:37:54 PM,-78,-87,-72,-77,-85,-57
?,9-10-2020 7:37:55 PM,-81,-200,-200,-77,-72,-49
?,9-10-2020 7:37:56 PM,-88,-63,-200,-72,-72,-58
?,9-10-2020 7:37:57 PM,-82,-200,-58,-73,-72,-65
?,9-10-2020 7:37:58 PM,-85,-68,-77,-76,-80,-58
?,9-10-2020 7:37:59 PM,-82,-200,-69,-69,-84,-55
?,9-10-2020 7:38:00 PM,-85,-77,-200,-78,-80,-55
?,9-10-2020 7:38:01 PM,-85,-200,-200,-79,-74,-55
?,9-10-2020 7:38:02 PM,-200,-44,-60,-71,-77,-59
?,9-10-2020 7:38:03 PM,-93,-200,-200,-66,-79,-65
?,9-10-2020 7:38:04 PM,-79,-200,-82,-67,-77,-69
?,9-10-2020 7:38:05 PM,-84,-200,-200,-69,-75,-71
?,9-10-2020 7:38:06 PM,-81,-55,-200,-70,-79,-64
?,9-10-2020 7:38:07 PM,-81,-200,-68,-74,-78,-65
?,9-10-2020 7:38:08 PM,-86,-200,-80,-75,-77,-65
?,9-10-2020 7:38:09 PM,-81,-68,-200,-69,-79,-66
?,9-10-2020 7:38:10 PM,-90,-200,-200,-63,-77,-62
?,9-10-2020 7:38:11 PM,-83,-50,-80,-76,-83,-63
?,9-10-2020 7:38:12 PM,-83,-200,-52,-73,-77,-61
?,9-10-2020 7:38:13 PM,-79,-200,-64,-67,-85,-67
?,9-10-2020 7:38:14 PM,-83,-200,-200,-62,-85,-61
?,9-10-2020 7:38:15 PM,-80,-47,-200,-66,-80,-69
?,9-10-2020 7:38:16 PM,-66,-47,-71,-65,-79,-74
?,9-10-2020 7:38:17 PM,-78,-50,-85,-53,-94,-72
?,9-10-2020 7:38:18 PM,-71,-200,-59,-52,-80,-78
?,9-10-2020 7:38:19 PM,-76,-54,-200,-59,-78,-83
?,9-10-2020 7:38:20 PM,-63,-200,-200,-52,-82,-77
?,9-10-2020 7:38:21 PM,-73,-86,-76,-54,-81,-75
?,9-10-2020 7:38:22 PM,-65,-200,-200,-43,-86,-75
?,9-10-2020 7:38:23 PM,-83,-72,-200,-43,-200,-78
?,9-10-2020 7:38:24 PM,-74,-200,-200,-58,-200,-73
?,9-10-2020 7:38:25 PM,-73,-61,-200,-54,-96,-77
?,9-10-2020 7:38:26 PM,-70,-200,-200,-47,-76,-86
?,9-10-2020 7:38:27 PM,-74,-71,-61,-63,-200,-75
?,9-10-2020 7:38:28 PM,-72,-200,-200,-65,-200,-74
?,9-10-2020 7:38:29 PM,-75,-83,-200,-62,-200,-76
?,9-10-2020 7:38:30 PM,-74,-200,-63,-60,-85,-81
?,9-10-2020 7:38:31 PM,-71,-70,-200,-61,-86,-83
?,9-10-2020 7:38:32 PM,-70,-200,-56,-64,-81,-84
?,9-10-2020 7:38:33 PM,-77,-72,-200,-58,-76,-75
?,9-10-2020 7:38:34 PM,-74,-200,-200,-50,-84,-77
?,9-10-2020 7:38:35 PM,-70,-70,-70,-53,-83,-81
?,9-10-2020 7:38:36 PM,-78,-200,-79,-68,-78,-67
?,9-10-2020 7:38:37 PM,-69,-200,-200,-58,-200,-70
?,9-10-2020 7:38:38 PM,-77,-80,-200,-69,-200,-63
?,9-10-2020 7:38:39 PM,-83,-200,-200,-65,-200,-70
?,9-10-2020 7:38:40 PM,-70,-63,-74,-68,-200,-71
?,9-10-2020 7:38:41 PM,-71,-200,-200,-60,-93,-77
?,9-10-2020 7:38:42 PM,-74,-73,-200,-70,-86,-73
?,9-10-2020 7:38:43 PM,-67,-200,-200,-62,-200,-68
?,9-10-2020 7:38:44 PM,-72,-200,-62,-58,-100,-74
?,9-10-2020 7:38:45 PM,-76,-200,-200,-41,-80,-72
?,9-10-2020 7:38:46 PM,-73,-79,-200,-51,-200,-77
?,9-10-2020 7:38:47 PM,-77,-200,-200,-50,-82,-72
?,9-10-2020 7:38:48 PM,-77,-75,-200,-52,-83,-77
?,9-10-2020 7:38:49 PM,-74,-200,-200,-54,-200,-77
?,9-10-2020 7:38:50 PM,-68,-72,-200,-44,-200,-84
?,9-10-2020 7:38:51 PM,-67,-200,-200,-48,-88,-75
?,9-10-2020 7:38:52 PM,-77,-68,-200,-46,-74,-74
?,9-10-2020 7:38:53 PM,-67,-200,-200,-56,-86,-73
?,9-10-2020 7:38:54 PM,-72,-62,-200,-59,-200,-75
?,9-10-2020 7:38:55 PM,-74,-200,-73,-43,-94,-76
?,9-10-2020 7:38:56 PM,-71,-79,-200,-45,-200,-80
?,9-10-2020 7:38:57 PM,-67,-200,-200,-48,-200,-76
?,9-10-2020 7:38:58 PM,-70,-71,-200,-46,-200,-81
?,9-10-2020 7:38:59 PM,-66,-200,-77,-55,-200,-75
?,9-10-2020 7:39:00 PM,-72,-74,-81,-50,-84,-63
?,9-10-2020 7:39:01 PM,-64,-200,-200,-64,-89,-67
?,9-10-2020 7:39:02 PM,-76,-74,-200,-62,-95,-70
?,9-10-2020 7:39:03 PM,-67,-200,-85,-55,-200,-78
?,9-10-2020 7:39:04 PM,-75,-81,-57,-54,-80,-79
?,9-10-2020 7:39:05 PM,-63,-76,-74,-64,-81,-74
?,9-10-2020 7:39:06 PM,-69,-74,-200,-63,-84,-65
?,9-10-2020 7:39:07 PM,-71,-55,-200,-67,-86,-75
?,9-10-2020 7:39:08 PM,-74,-200,-60,-62,-79,-70
?,9-10-2020 7:39:09 PM,-71,-80,-72,-65,-200,-68
?,9-10-2020 7:39:10 PM,-76,-200,-85,-60,-84,-79
?,9-10-2020 7:39:11 PM,-69,-47,-200,-61,-84,-76
?,9-10-2020 7:39:12 PM,-77,-200,-200,-68,-83,-68
?,9-10-2020 7:39:13 PM,-74,-79,-59,-65,-85,-66
?,9-10-2020 7:39:14 PM,-72,-200,-82,-63,-89,-65
?,9-10-2020 7:39:15 PM,-74,-57,-200,-64,-200,-71
?,9-10-2020 7:39:16 PM,-74,-200,-200,-50,-96,-72
?,9-10-2020 7:39:17 PM,-59,-67,-200,-59,-79,-75
?,9-10-2020 7:39:18 PM,-70,-200,-200,-45,-200,-65
?,9-10-2020 7:39:19 PM,-72,-68,-70,-46,-200,-66
?,9-10-2020 7:39:20 PM,-68,-200,-61,-47,-85,-75
?,9-10-2020 7:39:21 PM,-63,-67,-200,-47,-200,-73
?,9-10-2020 7:39:22 PM,-65,-200,-200,-55,-78,-80
?,9-10-2020 7:39:23 PM,-72,-200,-63,-56,-200,-71
?,9-10-2020 7:39:24 PM,-68,-76,-62,-53,-200,-71
?,9-10-2020 7:39:25 PM,-72,-200,-200,-53,-83,-66
?,9-10-2020 7:39:26 PM,-80,-77,-200,-53,-200,-69
?,9-10-2020 7:39:27 PM,-70,-200,-200,-52,-200,-70
?,9-10-2020 7:39:28 PM,-66,-76,-77,-49,-200,-74
?,9-10-2020 7:39:29 PM,-70,-200,-61,-54,-84,-57
?,9-10-2020 7:39:30 PM,-67,-73,-76,-56,-81,-65
?,9-10-2020 7:39:31 PM,-76,-200,-200,-51,-99,-75
?,9-10-2020 7:39:32 PM,-67,-84,-62,-47,-200,-80
?,9-10-2020 7:39:33 PM,-75,-200,-200,-51,-85,-74
?,9-10-2020 7:39:34 PM,-71,-65,-68,-47,-79,-66
?,9-10-2020 7:39:35 PM,-71,-200,-77,-47,-95,-73
?,9-10-2020 7:39:36 PM,-64,-52,-200,-48,-76,-70
?,9-10-2020 7:39:37 PM,-70,-200,-200,-47,-94,-70
?,9-10-2020 7:39:38 PM,-71,-75,-62,-49,-200,-70
?,9-10-2020 7:39:39 PM,-66,-200,-68,-43,-200,-73
?,9-10-2020 7:39:40 PM,-70,-74,-75,-46,-200,-80
?,9-10-2020 7:39:41 PM,-65,-200,-200,-51,-200,-83
?,9-10-2020 7:39:42 PM,-62,-72,-200,-52,-90,-77
?,9-10-2020 7:39:43 PM,-62,-200,-72,-52,-200,-80
?,9-10-2020 7:39:44 PM,-69,-51,-200,-49,-91,-79
?,9-10-2020 7:39:45 PM,-76,-200,-200,-64,-200,-77
?,9-10-2020 7:39:46 PM,-71,-59,-200,-65,-200,-77
?,9-10-2020 7:39:47 PM,-73,-200,-200,-59,-200,-77
?,9-10-2020 7:39:48 PM,-63,-67,-200,-53,-200,-70
?,9-10-2020 7:39:49 PM,-69,-200,-70,-52,-200,-87
?,9-10-2020 7:39:50 PM,-65,-82,-70,-57,-200,-74
?,9-10-2020 7:39:51 PM,-68,-72,-200,-51,-200,-75
?,9-10-2020 7:39:52 PM,-76,-200,-60,-56,-200,-74
?,9-10-2020 7:39:53 PM,-70,-65,-200,-55,-82,-85
?,9-10-2020 7:39:54 PM,-69,-200,-76,-62,-200,-75
?,9-10-2020 7:39:55 PM,-77,-75,-200,-57,-200,-81
?,9-10-2020 7:39:56 PM,-63,-49,-200,-58,-200,-80
?,9-10-2020 7:39:57 PM,-66,-73,-200,-60,-84,-80
?,9-10-2020 7:39:58 PM,-70,-200,-77,-59,-200,-73
?,9-10-2020 7:39:59 PM,-61,-74,-80,-65,-79,-77
?,9-10-2020 7:40:00 PM,-66,-200,-200,-55,-96,-78
?,9-10-2020 7:40:01 PM,-62,-73,-200,-58,-200,-79
?,9-10-2020 7:40:02 PM,-68,-200,-67,-58,-83,-76
?,9-10-2020 7:40:03 PM,-65,-65,-200,-56,-200,-78
?,9-10-2020 7:40:04 PM,-66,-200,-200,-59,-200,-78
?,9-10-2020 7:40:05 PM,-69,-65,-200,-56,-200,-78
?,9-10-2020 7:40:06 PM,-65,-200,-200,-55,-200,-82
?,9-10-2020 7:40:07 PM,-68,-200,-200,-61,-200,-82
?,9-10-2020 7:40:08 PM,-62,-71,-74,-58,-200,-82
?,9-10-2020 7:40:09 PM,-63,-200,-200,-55,-99,-82
?,9-10-2020 7:40:10 PM,-72,-70,-200,-56,-200,-77
?,9-10-2020 7:40:11 PM,-68,-200,-200,-57,-94,-80
?,9-10-2020 7:40:12 PM,-65,-59,-200,-51,-200,-84
?,9-10-2020 7:40:13 PM,-70,-200,-80,-60,-200,-79
?,9-10-2020 7:40:14 PM,-70,-57,-200,-59,-200,-83
?,9-10-2020 7:40:15 PM,-68,-200,-200,-62,-200,-77
?,9-10-2020 7:40:16 PM,-66,-61,-75,-61,-200,-80
?,9-10-2020 7:40:17 PM,-73,-200,-200,-53,-200,-80
?,9-10-2020 7:40:18 PM,-70,-72,-69,-55,-80,-74
?,9-10-2020 7:40:19 PM,-72,-200,-200,-65,-200,-70
?,9-10-2020 7:40:20 PM,-72,-55,-200,-57,-82,-74
?,9-10-2020 7:40:21 PM,-69,-200,-49,-52,-73,-70
?,9-10-2020 7:40:22 PM,-70,-200,-52,-66,-78,-81
?,9-10-2020 7:40:23 PM,-76,-43,-62,-59,-76,-67
?,9-10-2020 7:40:24 PM,-73,-200,-200,-69,-88,-55
?,9-10-2020 7:40:25 PM,-77,-76,-70,-60,-200,-58
?,9-10-2020 7:40:26 PM,-78,-200,-61,-72,-77,-59
?,9-10-2020 7:40:27 PM,-77,-67,-91,-55,-74,-71
?,9-10-2020 7:40:28 PM,-80,-200,-200,-63,-87,-59
?,9-10-2020 7:40:29 PM,-70,-42,-200,-65,-84,-64
?,9-10-2020 7:40:30 PM,-73,-200,-200,-56,-91,-61
?,9-10-2020 7:40:31 PM,-75,-59,-200,-53,-82,-66
?,9-10-2020 7:40:32 PM,-83,-200,-59,-62,-78,-71
?,9-10-2020 7:40:33 PM,-82,-48,-200,-76,-75,-68
?,9-10-2020 7:40:34 PM,-80,-200,-200,-77,-79,-65
?,9-10-2020 7:40:35 PM,-82,-71,-62,-78,-85,-61
?,9-10-2020 7:40:36 PM,-86,-200,-61,-73,-81,-66
?,9-10-2020 7:40:37 PM,-86,-53,-69,-81,-83,-63
?,9-10-2020 7:40:38 PM,-86,-200,-200,-79,-78,-61
?,9-10-2020 7:40:39 PM,-89,-51,-200,-85,-79,-64
?,9-10-2020 7:40:40 PM,-86,-200,-54,-87,-81,-64
?,9-10-2020 7:40:41 PM,-83,-67,-85,-70,-76,-61
?,9-10-2020 7:40:42 PM,-78,-200,-200,-81,-78,-70
?,9-10-2020 7:40:43 PM,-83,-46,-200,-85,-80,-64
?,9-10-2020 7:40:44 PM,-89,-45,-200,-74,-80,-55
?,9-10-2020 7:40:45 PM,-86,-43,-56,-85,-75,-63
?,9-10-2020 7:40:46 PM,-89,-200,-76,-81,-83,-66
?,9-10-2020 7:40:47 PM,-77,-200,-200,-76,-79,-63
?,9-10-2020 7:40:48 PM,-85,-65,-200,-76,-86,-63
?,9-10-2020 7:40:49 PM,-80,-200,-200,-71,-80,-66
?,9-10-2020 7:40:50 PM,-80,-54,-47,-73,-73,-63
?,9-10-2020 7:40:51 PM,-74,-200,-51,-72,-69,-60
?,9-10-2020 7:40:52 PM,-89,-68,-65,-65,-82,-71
?,9-10-2020 7:40:53 PM,-82,-200,-200,-76,-83,-70
?,9-10-2020 7:40:54 PM,-76,-48,-72,-77,-82,-59
?,9-10-2020 7:40:55 PM,-67,-200,-66,-64,-70,-67
?,9-10-2020 7:40:56 PM,-66,-200,-72,-76,-75,-64
?,9-10-2020 7:40:57 PM,-77,-200,-200,-72,-84,-60
?,9-10-2020 7:40:58 PM,-81,-73,-200,-72,-83,-65
?,9-10-2020 7:40:59 PM,-79,-200,-200,-67,-79,-74
?,9-10-2020 7:41:00 PM,-82,-63,-69,-71,-85,-74
?,9-10-2020 7:41:01 PM,-77,-200,-61,-77,-74,-66
?,9-10-2020 7:41:02 PM,-79,-60,-200,-76,-70,-63
?,9-10-2020 7:41:03 PM,-69,-200,-200,-75,-61,-76
?,9-10-2020 7:41:04 PM,-76,-78,-55,-70,-62,-74
?,9-10-2020 7:41:05 PM,-82,-200,-81,-70,-75,-73
?,9-10-2020 7:41:06 PM,-82,-81,-76,-72,-75,-57
?,9-10-2020 7:41:07 PM,-85,-200,-200,-77,-76,-52
?,9-10-2020 7:41:08 PM,-78,-200,-200,-72,-75,-58
?,9-10-2020 7:41:09 PM,-83,-80,-71,-71,-67,-60
?,9-10-2020 7:41:10 PM,-84,-200,-200,-69,-61,-59
?,9-10-2020 7:41:11 PM,-84,-78,-82,-72,-63,-58
?,9-10-2020 7:41:12 PM,-78,-78,-200,-79,-70,-54
?,9-10-2020 7:41:13 PM,-76,-72,-200,-76,-67,-56
?,9-10-2020 7:41:14 PM,-73,-77,-76,-65,-75,-61
?,9-10-2020 7:41:15 PM,-77,-70,-74,-66,-80,-66
?,9-10-2020 7:41:16 PM,-79,-70,-71,-56,-81,-62
?,9-10-2020 7:41:17 PM,-74,-77,-200,-59,-77,-59
?,9-10-2020 7:41:18 PM,-78,-62,-200,-55,-78,-57
?,9-10-2020 7:41:19 PM,-81,-73,-62,-61,-73,-58
?,9-10-2020 7:41:20 PM,-74,-200,-72,-64,-75,-64
?,9-10-2020 7:41:21 PM,-82,-200,-200,-75,-82,-59
?,9-10-2020 7:41:22 PM,-87,-200,-200,-71,-79,-53
?,9-10-2020 7:41:23 PM,-85,-69,-200,-63,-79,-60
?,9-10-2020 7:41:24 PM,-80,-200,-61,-64,-75,-62
?,9-10-2020 7:41:25 PM,-87,-200,-200,-61,-84,-71
?,9-10-2020 7:41:26 PM,-85,-200,-200,-62,-81,-63
?,9-10-2020 7:41:27 PM,-80,-200,-200,-61,-78,-59
?,9-10-2020 7:41:28 PM,-89,-200,-200,-56,-79,-60
?,9-10-2020 7:41:29 PM,-87,-200,-80,-55,-82,-56
?,9-10-2020 7:41:30 PM,-88,-200,-200,-59,-70,-49
?,9-10-2020 7:41:31 PM,-86,-200,-80,-65,-75,-51
?,9-10-2020 7:41:32 PM,-86,-200,-200,-64,-80,-54
?,9-10-2020 7:41:33 PM,-83,-200,-200,-57,-82,-56
?,9-10-2020 7:41:34 PM,-81,-200,-83,-68,-78,-59
?,9-10-2020 7:41:35 PM,-79,-200,-200,-61,-79,-59
?,9-10-2020 7:41:36 PM,-87,-86,-200,-64,-75,-49
?,9-10-2020 7:41:37 PM,-77,-200,-200,-65,-76,-53
?,9-10-2020 7:41:38 PM,-78,-200,-78,-62,-75,-58
?,9-10-2020 7:41:39 PM,-77,-200,-200,-50,-81,-57
?,9-10-2020 7:41:40 PM,-82,-63,-64,-62,-83,-61
?,9-10-2020 7:41:41 PM,-72,-200,-200,-51,-81,-66
?,9-10-2020 7:41:42 PM,-75,-200,-200,-48,-94,-63
?,9-10-2020 7:41:43 PM,-74,-200,-79,-48,-200,-60
?,9-10-2020 7:41:44 PM,-80,-75,-77,-46,-89,-64
?,9-10-2020 7:41:45 PM,-78,-200,-62,-51,-81,-64
?,9-10-2020 7:41:46 PM,-81,-77,-200,-52,-100,-66
?,9-10-2020 7:41:47 PM,-75,-200,-73,-57,-86,-63
?,9-10-2020 7:41:48 PM,-78,-61,-73,-56,-83,-67
?,9-10-2020 7:41:49 PM,-77,-200,-72,-50,-200,-65
?,9-10-2020 7:41:50 PM,-77,-200,-200,-55,-89,-64
?,9-10-2020 7:41:51 PM,-75,-200,-200,-52,-88,-61
?,9-10-2020 7:41:52 PM,-80,-78,-58,-48,-83,-61
?,9-10-2020 7:41:53 PM,-80,-77,-73,-63,-95,-57
?,9-10-2020 7:41:54 PM,-75,-200,-75,-51,-81,-62
?,9-10-2020 7:41:55 PM,-76,-79,-200,-61,-200,-59
?,9-10-2020 7:41:56 PM,-85,-200,-71,-57,-200,-64
?,9-10-2020 7:41:57 PM,-81,-200,-57,-71,-83,-57
?,9-10-2020 7:41:58 PM,-85,-200,-200,-64,-85,-63
?,9-10-2020 7:41:59 PM,-74,-57,-200,-59,-76,-53
?,9-10-2020 7:42:00 PM,-75,-200,-200,-65,-85,-47
?,9-10-2020 7:42:01 PM,-73,-60,-200,-64,-81,-56
?,9-10-2020 7:42:02 PM,-84,-200,-60,-62,-81,-55
?,9-10-2020 7:42:03 PM,-79,-55,-77,-61,-83,-48
?,9-10-2020 7:42:04 PM,-75,-200,-77,-63,-79,-55
?,9-10-2020 7:42:05 PM,-76,-62,-200,-63,-87,-60
?,9-10-2020 7:42:06 PM,-79,-61,-82,-70,-84,-51
?,9-10-2020 7:42:07 PM,-86,-200,-68,-79,-78,-56
?,9-10-2020 7:42:08 PM,-84,-73,-78,-83,-69,-49
?,9-10-2020 7:42:09 PM,-77,-200,-200,-81,-74,-52
?,9-10-2020 7:42:10 PM,-79,-200,-200,-77,-69,-56
?,9-10-2020 7:42:11 PM,-80,-200,-200,-74,-84,-56
?,9-10-2020 7:42:12 PM,-80,-72,-61,-73,-71,-56
?,9-10-2020 7:42:13 PM,-80,-200,-83,-71,-75,-50
?,9-10-2020 7:42:14 PM,-79,-81,-200,-65,-71,-53
?,9-10-2020 7:42:15 PM,-84,-200,-200,-69,-76,-57
?,9-10-2020 7:42:16 PM,-89,-81,-200,-76,-75,-53
?,9-10-2020 7:42:17 PM,-79,-200,-200,-72,-66,-64
?,9-10-2020 7:42:18 PM,-89,-84,-69,-79,-81,-51
?,9-10-2020 7:42:19 PM,-82,-200,-60,-72,-78,-53
?,9-10-2020 7:42:20 PM,-76,-74,-200,-69,-76,-56
?,9-10-2020 7:42:21 PM,-83,-200,-200,-70,-80,-47
?,9-10-2020 7:42:22 PM,-83,-78,-200,-75,-69,-60
?,9-10-2020 7:42:23 PM,-92,-200,-83,-71,-72,-57
?,9-10-2020 7:42:24 PM,-84,-68,-68,-79,-66,-55
?,9-10-2020 7:42:25 PM,-82,-200,-67,-73,-64,-50
?,9-10-2020 7:42:26 PM,-200,-200,-200,-75,-70,-56
?,9-10-2020 7:42:27 PM,-82,-200,-200,-78,-64,-61
?,9-10-2020 7:42:28 PM,-87,-81,-75,-76,-76,-54
?,9-10-2020 7:42:29 PM,-90,-76,-75,-71,-67,-64
?,9-10-2020 7:42:30 PM,-84,-56,-200,-72,-74,-55
?,9-10-2020 7:42:31 PM,-85,-73,-200,-72,-76,-60
?,9-10-2020 7:42:32 PM,-84,-200,-200,-77,-84,-56
?,9-10-2020 7:42:33 PM,-80,-77,-200,-76,-82,-48
?,9-10-2020 7:42:34 PM,-93,-200,-77,-76,-79,-59
?,9-10-2020 7:42:35 PM,-88,-62,-67,-74,-79,-56
?,9-10-2020 7:42:36 PM,-85,-200,-200,-74,-80,-51
?,9-10-2020 7:42:37 PM,-84,-74,-200,-79,-78,-57
?,9-10-2020 7:42:38 PM,-78,-200,-69,-73,-81,-57
?,9-10-2020 7:42:39 PM,-86,-69,-55,-79,-79,-53
?,9-10-2020 7:42:40 PM,-200,-200,-73,-78,-79,-62
?,9-10-2020 7:42:41 PM,-72,-200,-200,-75,-79,-56
?,9-10-2020 7:42:42 PM,-82,-200,-200,-74,-81,-56
?,9-10-2020 7:42:43 PM,-78,-62,-39,-75,-85,-60
?,9-10-2020 7:42:44 PM,-74,-200,-48,-68,-77,-66
?,9-10-2020 7:42:45 PM,-74,-80,-78,-78,-82,-63
?,9-10-2020 7:42:46 PM,-76,-200,-200,-67,-85,-69
?,9-10-2020 7:42:47 PM,-74,-200,-200,-68,-82,-62
?,9-10-2020 7:42:48 PM,-72,-200,-69,-65,-80,-66
?,9-10-2020 7:42:49 PM,-75,-200,-75,-69,-86,-70
?,9-10-2020 7:42:50 PM,-75,-73,-41,-63,-87,-66
?,9-10-2020 7:42:51 PM,-80,-200,-200,-60,-95,-63
?,9-10-2020 7:42:52 PM,-78,-200,-200,-64,-87,-61
?,9-10-2020 7:42:53 PM,-73,-200,-45,-65,-84,-66
?,9-10-2020 7:42:54 PM,-78,-74,-42,-70,-91,-58
?,9-10-2020 7:42:55 PM,-78,-200,-62,-71,-92,-59
?,9-10-2020 7:42:56 PM,-75,-59,-200,-62,-90,-70
?,9-10-2020 7:42:57 PM,-71,-200,-200,-69,-77,-56
?,9-10-2020 7:42:58 PM,-73,-72,-54,-73,-91,-60
?,9-10-2020 7:42:59 PM,-76,-200,-73,-63,-200,-59
?,9-10-2020 7:43:00 PM,-74,-77,-54,-73,-83,-66
?,9-10-2020 7:43:01 PM,-71,-200,-200,-59,-92,-59
?,9-10-2020 7:43:02 PM,-75,-64,-200,-61,-200,-78
?,9-10-2020 7:43:03 PM,-67,-200,-77,-60,-83,-72
?,9-10-2020 7:43:04 PM,-75,-57,-63,-62,-77,-66
?,9-10-2020 7:43:05 PM,-70,-200,-52,-58,-87,-68
?,9-10-2020 7:43:06 PM,-74,-79,-200,-57,-85,-73
?,9-10-2020 7:43:07 PM,-76,-200,-200,-70,-81,-79
?,9-10-2020 7:43:08 PM,-68,-200,-72,-65,-200,-87
?,9-10-2020 7:43:09 PM,-66,-200,-62,-69,-87,-82
?,9-10-2020 7:43:10 PM,-55,-200,-57,-66,-88,-79
?,9-10-2020 7:43:11 PM,-69,-200,-200,-58,-200,-77
?,9-10-2020 7:43:12 PM,-64,-76,-200,-55,-90,-80
?,9-10-2020 7:43:13 PM,-72,-200,-200,-64,-87,-78
?,9-10-2020 7:43:14 PM,-74,-72,-60,-55,-78,-85
?,9-10-2020 7:43:15 PM,-69,-200,-79,-64,-86,-81
?,9-10-2020 7:43:16 PM,-59,-200,-200,-56,-90,-86
?,9-10-2020 7:43:17 PM,-73,-85,-200,-65,-86,-79
?,9-10-2020 7:43:18 PM,-68,-72,-67,-60,-200,-82
?,9-10-2020 7:43:19 PM,-59,-71,-200,-68,-200,-86
?,9-10-2020 7:43:20 PM,-54,-200,-200,-75,-96,-80
?,9-10-2020 7:43:21 PM,-56,-200,-200,-67,-83,-85
?,9-10-2020 7:43:22 PM,-69,-83,-200,-69,-84,-79
?,9-10-2020 7:43:23 PM,-69,-200,-200,-65,-81,-89
?,9-10-2020 7:43:24 PM,-63,-73,-200,-64,-200,-82
?,9-10-2020 7:43:25 PM,-68,-200,-200,-70,-84,-89
?,9-10-2020 7:43:26 PM,-74,-200,-200,-65,-88,-78
?,9-10-2020 7:43:27 PM,-80,-200,-200,-63,-77,-83
?,9-10-2020 7:43:28 PM,-67,-81,-80,-69,-80,-84
?,9-10-2020 7:43:29 PM,-69,-200,-69,-70,-82,-90
?,9-10-2020 7:43:30 PM,-72,-200,-81,-67,-83,-76
?,9-10-2020 7:43:31 PM,-66,-200,-200,-71,-83,-84
?,9-10-2020 7:43:32 PM,-70,-200,-200,-75,-91,-77
?,9-10-2020 7:43:33 PM,-66,-88,-67,-68,-79,-83
?,9-10-2020 7:43:34 PM,-69,-200,-73,-79,-98,-76
?,9-10-2020 7:43:35 PM,-63,-64,-75,-68,-200,-82
?,9-10-2020 7:43:36 PM,-63,-200,-200,-69,-80,-78
?,9-10-2020 7:43:37 PM,-62,-200,-200,-75,-200,-66
?,9-10-2020 7:43:38 PM,-56,-67,-200,-76,-94,-78
?,9-10-2020 7:43:39 PM,-65,-200,-58,-68,-93,-79
?,9-10-2020 7:43:40 PM,-64,-67,-200,-66,-82,-76
?,9-10-2020 7:43:41 PM,-72,-200,-200,-69,-92,-76
?,9-10-2020 7:43:42 PM,-66,-200,-200,-67,-85,-78
?,9-10-2020 7:43:43 PM,-72,-200,-60,-70,-200,-81
?,9-10-2020 7:43:44 PM,-62,-200,-71,-68,-97,-78
?,9-10-2020 7:43:45 PM,-57,-200,-67,-68,-84,-76
?,9-10-2020 7:43:46 PM,-61,-200,-200,-74,-93,-86
?,9-10-2020 7:43:47 PM,-68,-79,-200,-74,-90,-85
?,9-10-2020 7:43:48 PM,-59,-200,-68,-76,-78,-73
?,9-10-2020 7:43:49 PM,-60,-200,-63,-75,-80,-79
?,9-10-2020 7:43:50 PM,-68,-200,-200,-73,-200,-81
?,9-10-2020 7:43:51 PM,-74,-200,-200,-75,-200,-83
?,9-10-2020 7:43:52 PM,-69,-200,-200,-72,-200,-81
?,9-10-2020 7:43:53 PM,-64,-200,-67,-68,-200,-84
?,9-10-2020 7:43:54 PM,-61,-200,-81,-64,-200,-75
?,9-10-2020 7:43:55 PM,-57,-76,-200,-66,-98,-77
?,9-10-2020 7:43:56 PM,-59,-200,-200,-75,-200,-78
?,9-10-2020 7:43:57 PM,-59,-87,-68,-73,-89,-77
?,9-10-2020 7:43:58 PM,-54,-200,-64,-73,-100,-80
?,9-10-2020 7:43:59 PM,-56,-68,-75,-75,-95,-76
?,9-10-2020 7:44:00 PM,-62,-200,-200,-70,-95,-81
?,9-10-2020 7:44:01 PM,-57,-78,-200,-75,-200,-81
?,9-10-2020 7:44:02 PM,-56,-200,-200,-76,-90,-77
?,9-10-2020 7:44:03 PM,-58,-66,-71,-69,-84,-76
?,9-10-2020 7:44:04 PM,-66,-66,-200,-66,-200,-79
?,9-10-2020 7:44:05 PM,-52,-200,-200,-71,-90,-79
?,9-10-2020 7:44:06 PM,-62,-200,-200,-68,-90,-85
?,9-10-2020 7:44:07 PM,-60,-200,-78,-68,-77,-76
?,9-10-2020 7:44:08 PM,-62,-87,-76,-64,-79,-83
?,9-10-2020 7:44:09 PM,-59,-200,-200,-63,-81,-83
?,9-10-2020 7:44:10 PM,-53,-85,-200,-75,-85,-79
?,9-10-2020 7:44:11 PM,-49,-200,-200,-67,-87,-75
?,9-10-2020 7:44:12 PM,-45,-200,-200,-76,-95,-69
?,9-10-2020 7:44:13 PM,-55,-200,-200,-71,-87,-73
?,9-10-2020 7:44:14 PM,-49,-62,-73,-73,-81,-62
?,9-10-2020 7:44:15 PM,-54,-200,-200,-67,-85,-68
?,9-10-2020 7:44:16 PM,-60,-83,-200,-64,-200,-68
