location,date,b3001,b3002,b3003,b3004,b3005,b3006
?,9-10-2020 7:44:17 PM,-48,-200,-200,-61,-76,-78
?,9-10-2020 7:44:18 PM,-54,-72,-68,-77,-82,-74
?,9-10-2020 7:44:19 PM,-60,-200,-200,-80,-87,-85
?,9-10-2020 7:44:20 PM,-54,-92,-200,-77,-94,-77
?,9-10-2020 7:44:21 PM,-56,-200,-200,-71,-91,-84
?,9-10-2020 7:44:22 PM,-62,-61,-59,-67,-95,-74
?,9-10-2020 7:44:23 PM,-62,-200,-58,-71,-200,-74
?,9-10-2020 7:44:24 PM,-64,-200,-81,-61,-93,-82
?,9-10-2020 7:44:25 PM,-63,-200,-200,-65,-89,-81
?,9-10-2020 7:44:26 PM,-68,-73,-200,-58,-92,-79
?,9-10-2020 7:44:27 PM,-71,-200,-81,-57,-83,-76
?,9-10-2020 7:44:28 PM,-68,-200,-81,-65,-200,-82
?,9-10-2020 7:44:29 PM,-69,-200,-200,-71,-200,-82
?,9-10-2020 7:44:30 PM,-68,-73,-200,-67,-99,-84
?,9-10-2020 7:44:31 PM,-63,-200,-200,-68,-104,-82
?,9-10-2020 7:44:32 PM,-64,-200,-68,-57,-92,-78
?,9-10-2020 7:44:33 PM,-77,-69,-82,-66,-83,-78
?,9-10-2020 7:44:34 PM,-77,-200,-59,-67,-95,-76
?,9-10-2020 7:44:35 PM,-70,-61,-200,-71,-98,-75
?,9-10-2020 7:44:36 PM,-77,-200,-63,-63,-90,-76
?,9-10-2020 7:44:37 PM,-71,-85,-74,-62,-88,-84
?,9-10-2020 7:44:38 PM,-74,-200,-200,-61,-82,-80
?,9-10-2020 7:44:39 PM,-64,-72,-200,-67,-88,-85
?,9-10-2020 7:44:40 PM,-70,-200,-200,-70,-79,-76
?,9-10-2020 7:44:41 PM,-69,-67,-200,-69,-86,-83
?,9-10-2020 7:44:42 PM,-78,-69,-58,-64,-78,-82
?,9-10-2020 7:44:43 PM,-78,-200,-77,-73,-200,-92
?,9-10-2020 7:44:44 PM,-73,-200,-85,-70,-200,-200
?,9-10-2020 7:44:45 PM,-84,-200,-200,-83,-200,-200
?,9-10-2020 7:44:46 PM,-83,-200,-74,-78,-200,-200
?,9-10-2020 7:44:47 PM,-78,-200,-87,-78,-95,-97
?,9-10-2020 7:44:48 PM,-75,-200,-80,-68,-87,-90
?,9-10-2020 7:44:49 PM,-76,-200,-200,-72,-200,-87
?,9-10-2020 7:44:50 PM,-83,-200,-200,-87,-200,-91
?,9-10-2020 7:44:51 PM,-76,-81,-200,-78,-200,-77
?,9-10-2020 7:44:52 PM,-75,-200,-67,-74,-200,-86
?,9-10-2020 7:44:53 PM,-85,-200,-200,-72,-101,-81
?,9-10-2020 7:44:54 PM,-77,-200,-82,-66,-82,-96
?,9-10-2020 7:44:55 PM,-79,-200,-200,-71,-200,-91
?,9-10-2020 7:44:56 PM,-78,-200,-63,-70,-90,-97
?,9-10-2020 7:44:57 PM,-77,-200,-61,-76,-97,-85
?,9-10-2020 7:44:58 PM,-67,-200,-62,-76,-98,-87
?,9-10-2020 7:44:59 PM,-67,-200,-200,-69,-95,-87
?,9-10-2020 7:45:00 PM,-72,-200,-200,-73,-92,-81
?,9-10-2020 7:45:01 PM,-72,-200,-200,-79,-97,-75
?,9-10-2020 7:45:02 PM,-77,-200,-78,-67,-84,-200
?,9-10-2020 7:45:03 PM,-74,-200,-200,-72,-81,-75
?,9-10-2020 7:45:04 PM,-78,-200,-200,-73,-88,-77
?,9-10-2020 7:45:05 PM,-72,-200,-200,-71,-200,-85
?,9-10-2020 7:45:06 PM,-73,-96,-68,-74,-85,-81
?,9-10-2020 7:45:07 PM,-76,-200,-78,-79,-200,-87
?,9-10-2020 7:45:08 PM,-77,-92,-65,-81,-200,-200
?,9-10-2020 7:45:09 PM,-75,-200,-200,-71,-200,-200
?,9-10-2020 7:45:10 PM,-68,-200,-200,-67,-200,-200
?,9-10-2020 7:45:11 PM,-72,-200,-70,-59,-200,-200
?,9-10-2020 7:45:12 PM,-68,-200,-71,-65,-200,-200
?,9-10-2020 7:45:13 PM,-66,-200,-61,-57,-79,-200
?,9-10-2020 7:45:14 PM,-74,-200,-200,-59,-200,-200
?,9-10-2020 7:45:15 PM,-70,-200,-200,-72,-200,-200
?,9-10-2020 7:45:16 PM,-72,-91,-72,-59,-200,-74
?,9-10-2020 7:45:17 PM,-71,-200,-200,-62,-200,-200
?,9-10-2020 7:45:18 PM,-84,-200,-68,-68,-83,-200
?,9-10-2020 7:45:19 PM,-80,-200,-200,-69,-200,-200
?,9-10-2020 7:48:46 PM,-79,-200,-200,-66,-91,-94
?,9-10-2020 7:48:47 PM,-83,-75,-200,-66,-200,-84
?,9-10-2020 7:48:48 PM,-85,-200,-78,-64,-84,-69
?,9-10-2020 7:48:49 PM,-82,-86,-200,-67,-81,-85
?,9-10-2020 7:48:50 PM,-75,-200,-200,-65,-92,-74
?,9-10-2020 7:48:51 PM,-79,-74,-63,-64,-92,-86
?,9-10-2020 7:48:52 PM,-79,-200,-63,-67,-82,-81
?,9-10-2020 7:48:53 PM,-75,-77,-200,-64,-89,-85
?,9-10-2020 7:48:54 PM,-69,-200,-200,-61,-82,-84
?,9-10-2020 7:48:55 PM,-73,-88,-200,-63,-84,-87
?,9-10-2020 7:48:56 PM,-69,-200,-75,-61,-90,-85
?,9-10-2020 7:48:57 PM,-74,-200,-58,-68,-82,-78
?,9-10-2020 7:48:58 PM,-68,-200,-60,-64,-89,-79
?,9-10-2020 7:48:59 PM,-73,-90,-200,-67,-74,-75
?,9-10-2020 7:49:00 PM,-66,-200,-200,-56,-79,-87
?,9-10-2020 7:49:01 PM,-67,-200,-60,-62,-83,-80
?,9-10-2020 7:49:02 PM,-69,-200,-64,-69,-78,-79
?,9-10-2020 7:49:03 PM,-71,-84,-72,-73,-79,-88
?,9-10-2020 7:49:04 PM,-78,-200,-200,-71,-88,-80
?,9-10-2020 7:49:05 PM,-77,-71,-200,-78,-76,-75
?,9-10-2020 7:49:06 PM,-77,-200,-61,-66,-84,-75
?,9-10-2020 7:49:07 PM,-70,-77,-57,-69,-80,-81
?,9-10-2020 7:49:08 PM,-73,-200,-50,-64,-75,-76
?,9-10-2020 7:49:09 PM,-71,-77,-200,-66,-77,-74
?,9-10-2020 7:49:10 PM,-82,-200,-200,-61,-77,-74
?,9-10-2020 7:49:11 PM,-81,-200,-47,-72,-77,-67
?,9-10-2020 7:49:12 PM,-75,-200,-76,-73,-88,-70
?,9-10-2020 7:49:13 PM,-63,-75,-76,-62,-88,-63
?,9-10-2020 7:49:14 PM,-63,-200,-200,-72,-84,-66
?,9-10-2020 7:49:15 PM,-61,-80,-200,-76,-88,-65
?,9-10-2020 7:49:16 PM,-60,-200,-56,-73,-77,-65
?,9-10-2020 7:49:17 PM,-59,-200,-72,-75,-78,-58
?,9-10-2020 7:49:18 PM,-68,-200,-55,-74,-81,-64
?,9-10-2020 7:49:19 PM,-60,-85,-200,-74,-88,-73
?,9-10-2020 7:49:20 PM,-52,-200,-200,-74,-80,-67
?,9-10-2020 7:49:21 PM,-59,-84,-56,-74,-84,-65
?,9-10-2020 7:49:22 PM,-52,-200,-200,-67,-81,-60
?,9-10-2020 7:49:23 PM,-59,-89,-72,-71,-82,-66
?,9-10-2020 7:49:24 PM,-54,-200,-200,-76,-80,-66
?,9-10-2020 7:49:25 PM,-58,-77,-200,-79,-80,-70
?,9-10-2020 7:49:26 PM,-55,-200,-200,-73,-81,-62
?,9-10-2020 7:49:27 PM,-61,-200,-57,-75,-92,-65
?,9-10-2020 7:49:28 PM,-57,-78,-200,-68,-90,-62
?,9-10-2020 7:49:29 PM,-68,-200,-200,-69,-91,-76
?,9-10-2020 7:49:30 PM,-60,-72,-200,-72,-83,-71
?,9-10-2020 7:49:31 PM,-63,-200,-60,-67,-200,-73
?,9-10-2020 7:49:32 PM,-66,-84,-70,-71,-200,-76
?,9-10-2020 7:49:33 PM,-57,-200,-72,-68,-90,-68
?,9-10-2020 7:49:34 PM,-60,-92,-200,-64,-89,-76
?,9-10-2020 7:49:35 PM,-59,-200,-200,-60,-200,-88
?,9-10-2020 7:49:36 PM,-55,-69,-97,-66,-200,-89
?,9-10-2020 7:49:37 PM,-66,-200,-59,-66,-89,-84
?,9-10-2020 7:49:38 PM,-63,-200,-85,-76,-200,-76
?,9-10-2020 7:49:39 PM,-49,-200,-200,-72,-80,-76
?,9-10-2020 7:49:40 PM,-63,-200,-200,-72,-88,-75
?,9-10-2020 7:49:41 PM,-55,-200,-200,-62,-84,-75
?,9-10-2020 7:49:42 PM,-53,-75,-60,-60,-83,-73
?,9-10-2020 7:49:43 PM,-63,-200,-75,-74,-75,-76
?,9-10-2020 7:49:44 PM,-51,-83,-200,-75,-79,-78
?,9-10-2020 7:49:45 PM,-53,-200,-200,-67,-80,-72
?,9-10-2020 7:49:46 PM,-58,-86,-200,-75,-200,-76
?,9-10-2020 7:49:47 PM,-67,-200,-58,-71,-93,-76
?,9-10-2020 7:49:48 PM,-60,-86,-80,-74,-87,-70
?,9-10-2020 7:49:49 PM,-64,-200,-200,-68,-89,-83
?,9-10-2020 7:49:50 PM,-71,-70,-200,-72,-85,-81
?,9-10-2020 7:49:51 PM,-69,-200,-200,-68,-85,-76
?,9-10-2020 7:49:52 PM,-70,-200,-200,-69,-200,-76
?,9-10-2020 7:49:53 PM,-66,-200,-200,-64,-200,-86
?,9-10-2020 7:49:54 PM,-69,-69,-200,-55,-95,-87
?,9-10-2020 7:49:55 PM,-70,-200,-200,-64,-96,-80
?,9-10-2020 7:49:56 PM,-66,-200,-200,-73,-89,-80
?,9-10-2020 7:49:57 PM,-80,-72,-73,-69,-90,-79
?,9-10-2020 7:49:58 PM,-70,-200,-200,-60,-96,-79
?,9-10-2020 7:49:59 PM,-67,-200,-80,-66,-95,-77
?,9-10-2020 7:50:00 PM,-63,-200,-200,-66,-93,-84
?,9-10-2020 7:50:01 PM,-70,-98,-200,-64,-93,-84
?,9-10-2020 7:50:02 PM,-73,-79,-59,-71,-96,-75
?,9-10-2020 7:50:03 PM,-70,-200,-60,-64,-200,-71
?,9-10-2020 7:50:04 PM,-69,-200,-78,-66,-94,-66
?,9-10-2020 7:50:05 PM,-73,-200,-200,-63,-90,-76
?,9-10-2020 7:50:06 PM,-77,-76,-200,-63,-200,-81
?,9-10-2020 7:50:07 PM,-75,-200,-61,-66,-83,-73
?,9-10-2020 7:50:08 PM,-73,-62,-77,-60,-83,-73
?,9-10-2020 7:50:09 PM,-75,-200,-69,-56,-200,-72
?,9-10-2020 7:50:10 PM,-67,-86,-200,-57,-200,-76
?,9-10-2020 7:50:11 PM,-80,-200,-200,-72,-80,-76
?,9-10-2020 7:50:12 PM,-72,-200,-200,-70,-200,-68
?,9-10-2020 7:50:13 PM,-72,-200,-200,-58,-79,-71
?,9-10-2020 7:50:14 PM,-71,-200,-62,-58,-94,-75
?,9-10-2020 7:50:15 PM,-80,-54,-200,-47,-200,-85
?,9-10-2020 7:50:16 PM,-69,-58,-200,-48,-200,-80
?,9-10-2020 7:50:17 PM,-70,-71,-77,-59,-200,-78
?,9-10-2020 7:50:18 PM,-69,-200,-63,-62,-200,-87
?,9-10-2020 7:50:19 PM,-78,-77,-61,-60,-200,-80
?,9-10-2020 7:50:20 PM,-82,-200,-200,-58,-200,-87
?,9-10-2020 7:50:21 PM,-87,-67,-200,-54,-200,-76
?,9-10-2020 7:50:22 PM,-79,-200,-200,-60,-99,-78
?,9-10-2020 7:50:23 PM,-79,-55,-59,-55,-83,-79
?,9-10-2020 7:50:24 PM,-82,-200,-80,-54,-200,-200
?,9-10-2020 7:50:25 PM,-82,-200,-200,-53,-200,-76
?,9-10-2020 7:50:26 PM,-84,-71,-200,-50,-200,-79
?,9-10-2020 7:50:27 PM,-78,-200,-87,-51,-200,-78
?,9-10-2020 7:50:28 PM,-81,-71,-200,-53,-200,-86
?,9-10-2020 7:50:29 PM,-70,-200,-200,-55,-200,-86
?,9-10-2020 7:50:30 PM,-79,-80,-60,-49,-200,-82
?,9-10-2020 7:50:31 PM,-74,-200,-200,-58,-200,-74
?,9-10-2020 7:50:32 PM,-69,-85,-200,-55,-95,-70
?,9-10-2020 7:50:33 PM,-70,-200,-56,-66,-85,-75
?,9-10-2020 7:50:34 PM,-77,-79,-53,-60,-84,-69
?,9-10-2020 7:50:35 PM,-77,-200,-58,-59,-200,-77
?,9-10-2020 7:50:36 PM,-69,-200,-200,-61,-200,-73
?,9-10-2020 7:50:37 PM,-75,-200,-200,-61,-200,-72
?,9-10-2020 7:50:38 PM,-73,-200,-58,-61,-97,-74
?,9-10-2020 7:50:39 PM,-81,-200,-57,-65,-91,-71
?,9-10-2020 7:50:40 PM,-71,-91,-74,-57,-200,-77
?,9-10-2020 7:50:41 PM,-73,-200,-200,-63,-200,-73
?,9-10-2020 7:50:42 PM,-82,-79,-200,-67,-89,-70
?,9-10-2020 7:50:43 PM,-81,-200,-200,-65,-97,-78
?,9-10-2020 7:50:44 PM,-79,-54,-70,-60,-83,-68
?,9-10-2020 7:50:45 PM,-78,-200,-73,-61,-200,-72
?,9-10-2020 7:50:46 PM,-74,-60,-200,-74,-98,-72
?,9-10-2020 7:50:47 PM,-73,-200,-200,-70,-200,-72
?,9-10-2020 7:50:48 PM,-74,-66,-64,-69,-200,-70
?,9-10-2020 7:50:49 PM,-79,-200,-77,-72,-200,-65
?,9-10-2020 7:50:50 PM,-77,-71,-200,-67,-86,-72
?,9-10-2020 7:50:51 PM,-83,-200,-200,-70,-89,-72
?,9-10-2020 7:50:52 PM,-86,-200,-200,-68,-93,-73
?,9-10-2020 7:50:53 PM,-83,-200,-200,-72,-85,-70
?,9-10-2020 7:50:54 PM,-81,-55,-56,-65,-80,-70
?,9-10-2020 7:50:55 PM,-82,-200,-57,-71,-84,-77
?,9-10-2020 7:50:56 PM,-79,-72,-200,-63,-79,-78
?,9-10-2020 7:50:57 PM,-80,-200,-200,-61,-98,-73
?,9-10-2020 7:50:58 PM,-73,-56,-55,-60,-92,-77
?,9-10-2020 7:50:59 PM,-68,-200,-73,-69,-200,-69
?,9-10-2020 7:51:00 PM,-70,-60,-59,-62,-200,-75
?,9-10-2020 7:51:01 PM,-73,-200,-200,-60,-200,-79
?,9-10-2020 7:51:02 PM,-73,-200,-200,-61,-82,-78
?,9-10-2020 7:51:03 PM,-70,-200,-60,-70,-88,-71
?,9-10-2020 7:51:04 PM,-74,-66,-66,-65,-85,-68
?,9-10-2020 7:51:05 PM,-75,-200,-64,-67,-90,-66
?,9-10-2020 7:51:06 PM,-74,-66,-200,-69,-96,-69
?,9-10-2020 7:51:07 PM,-71,-200,-200,-67,-200,-61
?,9-10-2020 7:51:08 PM,-69,-47,-200,-54,-89,-74
?,9-10-2020 7:51:09 PM,-70,-200,-74,-62,-90,-69
?,9-10-2020 7:51:10 PM,-74,-58,-76,-51,-93,-73
?,9-10-2020 7:51:11 PM,-76,-200,-200,-59,-81,-73
?,9-10-2020 7:51:12 PM,-66,-49,-200,-57,-92,-70
?,9-10-2020 7:51:13 PM,-76,-200,-200,-62,-88,-72
?,9-10-2020 7:51:14 PM,-72,-66,-71,-65,-91,-75
?,9-10-2020 7:51:15 PM,-64,-200,-60,-61,-90,-72
?,9-10-2020 7:51:16 PM,-85,-48,-200,-66,-89,-75
?,9-10-2020 7:51:17 PM,-77,-200,-200,-67,-75,-76
?,9-10-2020 7:51:18 PM,-74,-200,-76,-63,-88,-70
?,9-10-2020 7:51:19 PM,-76,-200,-200,-61,-85,-70
?,9-10-2020 7:51:20 PM,-74,-200,-200,-63,-90,-61
?,9-10-2020 7:51:21 PM,-69,-200,-200,-64,-79,-63
?,9-10-2020 7:51:22 PM,-69,-55,-200,-54,-200,-69
?,9-10-2020 7:51:23 PM,-75,-200,-69,-63,-200,-76
?,9-10-2020 7:51:24 PM,-67,-67,-200,-50,-81,-77
?,9-10-2020 7:51:25 PM,-77,-200,-200,-59,-200,-72
?,9-10-2020 7:51:26 PM,-75,-60,-200,-63,-92,-77
?,9-10-2020 7:51:27 PM,-77,-200,-200,-56,-91,-83
?,9-10-2020 7:51:28 PM,-78,-64,-200,-56,-200,-69
?,9-10-2020 7:51:29 PM,-75,-200,-85,-60,-83,-65
?,9-10-2020 7:51:30 PM,-82,-47,-74,-56,-85,-68
?,9-10-2020 7:51:31 PM,-77,-200,-200,-62,-78,-67
?,9-10-2020 7:51:32 PM,-74,-45,-200,-57,-200,-79
?,9-10-2020 7:51:33 PM,-76,-200,-60,-57,-200,-76
?,9-10-2020 7:51:34 PM,-69,-47,-200,-56,-200,-78
?,9-10-2020 7:51:35 PM,-66,-200,-200,-58,-200,-77
?,9-10-2020 7:51:36 PM,-75,-69,-200,-53,-80,-79
?,9-10-2020 7:51:37 PM,-80,-200,-200,-57,-94,-72
?,9-10-2020 7:51:38 PM,-80,-49,-200,-57,-200,-74
?,9-10-2020 7:51:39 PM,-72,-200,-200,-51,-93,-85
?,9-10-2020 7:51:40 PM,-69,-52,-200,-64,-200,-70
?,9-10-2020 7:51:41 PM,-74,-200,-200,-61,-86,-76
?,9-10-2020 7:51:42 PM,-88,-68,-200,-71,-200,-72
?,9-10-2020 7:51:43 PM,-80,-200,-200,-63,-200,-80
?,9-10-2020 7:51:44 PM,-77,-67,-200,-58,-97,-82
?,9-10-2020 7:51:45 PM,-76,-200,-200,-61,-89,-80
?,9-10-2020 7:51:46 PM,-78,-50,-200,-61,-200,-85
?,9-10-2020 7:51:47 PM,-78,-200,-71,-64,-95,-80
?,9-10-2020 7:51:48 PM,-80,-68,-200,-52,-200,-76
?,9-10-2020 7:51:49 PM,-77,-200,-200,-58,-84,-77
?,9-10-2020 7:51:50 PM,-72,-200,-200,-62,-86,-83
?,9-10-2020 7:51:51 PM,-61,-200,-54,-56,-88,-70
?,9-10-2020 7:51:52 PM,-65,-200,-64,-70,-200,-69
?,9-10-2020 7:51:53 PM,-70,-82,-67,-67,-200,-68
?,9-10-2020 7:51:54 PM,-73,-200,-200,-65,-200,-69
?,9-10-2020 7:51:55 PM,-75,-81,-200,-64,-200,-70
?,9-10-2020 7:51:56 PM,-60,-200,-63,-73,-200,-68
?,9-10-2020 7:51:57 PM,-69,-200,-66,-63,-79,-68
?,9-10-2020 7:51:58 PM,-72,-200,-68,-74,-200,-71
?,9-10-2020 7:51:59 PM,-73,-82,-200,-68,-86,-66
?,9-10-2020 7:52:00 PM,-65,-200,-70,-63,-200,-67
?,9-10-2020 7:52:01 PM,-66,-200,-200,-71,-83,-73
?,9-10-2020 7:52:02 PM,-73,-200,-45,-79,-200,-64
?,9-10-2020 7:52:03 PM,-75,-62,-200,-69,-90,-59
?,9-10-2020 7:52:04 PM,-79,-200,-200,-69,-93,-55
?,9-10-2020 7:52:05 PM,-68,-200,-51,-64,-200,-69
?,9-10-2020 7:52:06 PM,-68,-200,-45,-64,-200,-68
?,9-10-2020 7:52:07 PM,-71,-80,-47,-61,-95,-65
?,9-10-2020 7:52:08 PM,-80,-200,-200,-67,-75,-66
?,9-10-2020 7:52:09 PM,-72,-58,-200,-60,-88,-81
?,9-10-2020 7:52:10 PM,-79,-200,-49,-69,-88,-76
?,9-10-2020 7:52:11 PM,-70,-71,-51,-72,-78,-76
?,9-10-2020 7:52:12 PM,-78,-200,-200,-71,-85,-68
?,9-10-2020 7:52:13 PM,-71,-63,-200,-56,-77,-78
?,9-10-2020 7:52:14 PM,-76,-200,-55,-58,-200,-77
?,9-10-2020 7:52:15 PM,-74,-200,-200,-60,-74,-74
?,9-10-2020 7:52:16 PM,-68,-200,-200,-55,-87,-74
?,9-10-2020 7:52:17 PM,-73,-84,-200,-55,-82,-70
?,9-10-2020 7:52:18 PM,-68,-200,-51,-69,-88,-79
?,9-10-2020 7:52:19 PM,-67,-68,-200,-62,-77,-77
?,9-10-2020 7:52:20 PM,-59,-200,-63,-72,-88,-86
?,9-10-2020 7:52:21 PM,-64,-85,-200,-71,-86,-79
?,9-10-2020 7:52:22 PM,-62,-78,-200,-77,-92,-81
?,9-10-2020 7:52:23 PM,-67,-74,-200,-70,-78,-91
?,9-10-2020 7:52:24 PM,-67,-80,-79,-63,-94,-83
?,9-10-2020 7:52:25 PM,-64,-200,-200,-71,-81,-74
?,9-10-2020 7:52:26 PM,-61,-74,-200,-73,-81,-77
?,9-10-2020 7:52:27 PM,-65,-77,-200,-71,-79,-76
?,9-10-2020 7:52:28 PM,-69,-200,-60,-66,-200,-78
?,9-10-2020 7:52:29 PM,-68,-85,-79,-66,-97,-78
?,9-10-2020 7:52:30 PM,-66,-200,-200,-61,-200,-88
?,9-10-2020 7:52:31 PM,-71,-84,-200,-56,-200,-89
?,9-10-2020 7:52:32 PM,-62,-200,-80,-54,-200,-88
?,9-10-2020 7:52:33 PM,-71,-81,-74,-60,-200,-79
?,9-10-2020 7:52:34 PM,-63,-200,-72,-67,-200,-80
?,9-10-2020 7:52:35 PM,-70,-67,-200,-59,-200,-69
?,9-10-2020 7:52:36 PM,-75,-200,-200,-54,-200,-69
?,9-10-2020 7:52:37 PM,-65,-200,-85,-66,-81,-71
?,9-10-2020 7:52:38 PM,-73,-200,-60,-63,-200,-81
?,9-10-2020 7:52:39 PM,-81,-200,-200,-61,-200,-72
?,9-10-2020 7:52:40 PM,-78,-85,-200,-61,-94,-83
?,9-10-2020 7:52:41 PM,-68,-200,-79,-59,-94,-78
?,9-10-2020 7:52:42 PM,-78,-200,-60,-70,-200,-79
?,9-10-2020 7:52:43 PM,-74,-200,-62,-51,-92,-75
?,9-10-2020 7:52:44 PM,-70,-200,-200,-51,-79,-67
?,9-10-2020 7:52:45 PM,-64,-200,-200,-54,-200,-78
?,9-10-2020 7:52:46 PM,-69,-70,-200,-44,-200,-69
?,9-10-2020 7:52:47 PM,-65,-200,-68,-42,-84,-82
?,9-10-2020 7:52:48 PM,-64,-83,-58,-52,-200,-75
?,9-10-2020 7:52:49 PM,-66,-200,-200,-48,-200,-74
?,9-10-2020 7:52:50 PM,-75,-54,-200,-48,-200,-66
?,9-10-2020 7:52:51 PM,-69,-200,-200,-54,-200,-74
?,9-10-2020 7:52:52 PM,-68,-66,-200,-52,-200,-67
?,9-10-2020 7:52:53 PM,-75,-200,-200,-53,-200,-63
?,9-10-2020 7:52:54 PM,-74,-67,-200,-46,-200,-70
?,9-10-2020 7:52:55 PM,-75,-200,-200,-51,-200,-77
?,9-10-2020 7:52:56 PM,-75,-51,-88,-59,-200,-68
?,9-10-2020 7:52:57 PM,-79,-200,-74,-56,-200,-69
?,9-10-2020 7:52:58 PM,-79,-69,-200,-57,-200,-70
?,9-10-2020 7:52:59 PM,-78,-200,-200,-60,-200,-69
?,9-10-2020 7:53:00 PM,-68,-51,-200,-65,-200,-66
?,9-10-2020 7:53:01 PM,-67,-200,-200,-62,-200,-73
?,9-10-2020 7:53:02 PM,-70,-67,-200,-59,-200,-68
?,9-10-2020 7:53:03 PM,-64,-200,-200,-53,-200,-66
?,9-10-2020 7:53:04 PM,-72,-52,-200,-54,-200,-73
?,9-10-2020 7:53:05 PM,-68,-200,-200,-56,-200,-71
?,9-10-2020 7:53:06 PM,-68,-200,-74,-61,-200,-64
?,9-10-2020 7:53:07 PM,-76,-53,-200,-62,-200,-74
?,9-10-2020 7:53:08 PM,-72,-200,-200,-49,-200,-64
?,9-10-2020 7:53:09 PM,-72,-51,-200,-62,-200,-69
?,9-10-2020 7:53:10 PM,-66,-200,-86,-52,-200,-69
?,9-10-2020 7:53:11 PM,-68,-54,-200,-55,-200,-72
?,9-10-2020 7:53:12 PM,-76,-200,-200,-51,-200,-64
?,9-10-2020 7:53:13 PM,-74,-54,-200,-55,-200,-68
?,9-10-2020 7:53:14 PM,-75,-53,-200,-48,-200,-78
?,9-10-2020 7:53:15 PM,-80,-200,-200,-39,-200,-67
?,9-10-2020 7:53:16 PM,-77,-58,-200,-46,-200,-70
?,9-10-2020 7:53:17 PM,-70,-200,-200,-47,-200,-71
?,9-10-2020 7:53:18 PM,-77,-52,-64,-50,-85,-74
?,9-10-2020 7:53:19 PM,-76,-200,-200,-54,-200,-73
?,9-10-2020 7:53:20 PM,-76,-200,-82,-60,-200,-73
?,9-10-2020 7:53:21 PM,-79,-200,-200,-62,-83,-78
?,9-10-2020 7:53:22 PM,-74,-200,-200,-55,-200,-73
?,9-10-2020 7:53:23 PM,-73,-74,-200,-61,-200,-77
?,9-10-2020 7:53:24 PM,-76,-200,-69,-55,-200,-74
?,9-10-2020 7:53:25 PM,-69,-75,-70,-58,-84,-69
?,9-10-2020 7:53:26 PM,-74,-200,-200,-53,-200,-79
?,9-10-2020 7:53:27 PM,-73,-68,-200,-56,-84,-81
?,9-10-2020 7:53:28 PM,-75,-200,-200,-52,-82,-81
?,9-10-2020 7:53:29 PM,-74,-78,-200,-51,-200,-65
?,9-10-2020 7:53:30 PM,-77,-200,-200,-58,-200,-75
?,9-10-2020 7:53:31 PM,-71,-200,-200,-50,-200,-79
?,9-10-2020 7:53:32 PM,-69,-200,-75,-52,-200,-73
?,9-10-2020 7:53:33 PM,-61,-200,-200,-43,-200,-76
?,9-10-2020 7:53:34 PM,-68,-200,-81,-54,-200,-73
?,9-10-2020 7:53:35 PM,-74,-66,-200,-53,-80,-73
?,9-10-2020 7:53:36 PM,-73,-200,-200,-53,-200,-74
?,9-10-2020 7:53:37 PM,-75,-62,-200,-61,-200,-71
?,9-10-2020 7:53:38 PM,-79,-200,-200,-66,-75,-74
?,9-10-2020 7:53:39 PM,-78,-64,-200,-64,-79,-71
?,9-10-2020 7:53:40 PM,-96,-200,-48,-68,-88,-75
?,9-10-2020 7:53:41 PM,-82,-51,-62,-58,-86,-67
?,9-10-2020 7:53:42 PM,-82,-200,-77,-65,-85,-56
?,9-10-2020 7:53:43 PM,-79,-31,-75,-63,-90,-75
?,9-10-2020 7:53:44 PM,-76,-200,-200,-67,-81,-73
?,9-10-2020 7:53:45 PM,-76,-61,-77,-62,-84,-71
?,9-10-2020 7:53:46 PM,-76,-200,-72,-65,-85,-69
?,9-10-2020 7:53:47 PM,-83,-67,-47,-69,-83,-69
?,9-10-2020 7:53:48 PM,-83,-200,-200,-69,-80,-67
?,9-10-2020 7:53:49 PM,-88,-60,-200,-65,-79,-79
?,9-10-2020 7:53:50 PM,-69,-200,-200,-77,-200,-74
?,9-10-2020 7:53:51 PM,-86,-200,-200,-61,-77,-72
?,9-10-2020 7:53:52 PM,-75,-200,-200,-56,-75,-71
?,9-10-2020 7:53:53 PM,-86,-64,-200,-54,-72,-71
?,9-10-2020 7:53:54 PM,-76,-200,-200,-64,-86,-76
?,9-10-2020 7:53:55 PM,-77,-49,-50,-62,-82,-66
?,9-10-2020 7:53:56 PM,-80,-200,-51,-66,-81,-73
?,9-10-2020 7:53:57 PM,-80,-59,-57,-64,-84,-63
?,9-10-2020 7:53:58 PM,-81,-75,-200,-70,-84,-60
?,9-10-2020 7:53:59 PM,-74,-55,-200,-62,-84,-65
?,9-10-2020 7:54:00 PM,-81,-59,-200,-61,-80,-71
?,9-10-2020 7:54:01 PM,-79,-49,-200,-58,-81,-61
?,9-10-2020 7:54:02 PM,-70,-200,-72,-50,-75,-66
?,9-10-2020 7:54:03 PM,-78,-200,-200,-55,-86,-72
?,9-10-2020 7:54:04 PM,-84,-200,-74,-72,-77,-65
?,9-10-2020 7:54:05 PM,-81,-200,-200,-63,-88,-74
?,9-10-2020 7:54:06 PM,-79,-56,-200,-71,-77,-62
?,9-10-2020 7:54:07 PM,-87,-200,-61,-67,-77,-74
?,9-10-2020 7:54:08 PM,-77,-55,-76,-80,-76,-69
?,9-10-2020 7:54:09 PM,-80,-200,-200,-74,-86,-59
?,9-10-2020 7:54:10 PM,-82,-77,-200,-74,-75,-58
